,Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
9620,12647,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-071,1,SimplifiedNumeratorQuantity2,2007-02-28 14:21:14.0,2007-02-28 14:22:14.0,2007-02-28 14:22:33.0,2007-02-28 14:22:33.0,64.0,,64.0,0,1,1,1,Calculate unit rate,22
9636,12663,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-062,1,SimplifiedNumeratorQuantity1,2007-02-28 14:23:25.0,2007-02-28 14:23:29.0,2007-02-28 14:23:29.0,2007-02-28 14:23:29.0,4.0,4.0,,1,0,0,1,Calculate unit rate,23
9638,12665,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-062,1,SimplifiedNumeratorQuantity2,2007-02-28 14:23:29.0,2007-02-28 14:23:35.0,2007-02-28 14:23:39.0,2007-02-28 14:23:39.0,9.0,,9.0,0,0,1,1,Calculate unit rate,24
9654,12681,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-131,1,SimplifiedNumeratorQuantity1,2007-02-28 14:24:37.0,2007-02-28 14:24:40.0,2007-02-28 14:24:49.0,2007-02-28 14:24:49.0,6.0,,6.0,0,0,1,1,Calculate unit rate,25
9656,12683,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-131,1,SimplifiedNumeratorQuantity2,2007-02-28 14:24:32.0,2007-02-28 14:24:37.0,2007-02-28 14:24:56.0,2007-02-28 14:24:56.0,13.0,,13.0,0,2,1,1,Calculate unit rate,26
9672,12699,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-144,1,SimplifiedNumeratorQuantity1,2007-02-28 14:25:44.0,2007-02-28 14:25:49.0,2007-02-28 14:25:49.0,2007-02-28 14:25:49.0,5.0,5.0,,1,0,0,1,Calculate unit rate,27
9673,12700,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-144,1,SimplifiedNumeratorQuantity2,2007-02-28 14:25:49.0,2007-02-28 14:25:51.0,2007-02-28 14:25:51.0,2007-02-28 14:25:51.0,2.0,2.0,,1,0,0,1,Calculate unit rate,28
9689,12716,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-130,1,SimplifiedNumeratorQuantity1,2007-02-28 14:26:52.0,2007-02-28 14:26:55.0,2007-02-28 14:26:55.0,2007-02-28 14:26:55.0,3.0,3.0,,1,0,0,1,Calculate unit rate,29
9691,12718,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-130,1,SimplifiedNumeratorQuantity2,2007-02-28 14:26:41.0,2007-02-28 14:26:45.0,2007-02-28 14:27:03.0,2007-02-28 14:27:03.0,10.0,,10.0,0,1,1,1,Calculate unit rate,30
9706,12733,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,2,EquationAnswer,2007-03-12 12:25:07.0,2007-03-12 12:25:15.0,2007-03-12 12:25:23.0,2007-03-12 12:25:23.0,16.0,,16.0,0,1,0,1,Calculate part in proportion with fractions,1
9719,12746,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-151,1,EquationAnswer,2007-03-12 12:27:27.0,2007-03-12 12:27:32.0,2007-03-12 12:27:32.0,2007-03-12 12:27:32.0,5.0,5.0,,1,0,0,1,Calculate part in proportion with fractions,2
9732,12759,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-068,1,EquationAnswer,2007-03-12 12:29:29.0,2007-03-12 12:29:33.0,2007-03-12 12:30:36.0,2007-03-12 12:30:36.0,13.0,,13.0,0,2,1,1,Calculate total in proportion with fractions,1
9740,12767,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-154,1,EquationAnswer,2007-03-12 12:31:51.0,2007-03-12 12:31:58.0,2007-03-12 12:31:58.0,2007-03-12 12:31:58.0,7.0,7.0,,1,0,0,1,Calculate total in proportion with fractions,2
9758,12785,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-163,1,EquationAnswer,2007-03-12 12:38:38.0,2007-03-12 12:38:41.0,2007-03-12 12:43:35.0,2007-03-12 12:43:35.0,110.0,,110.0,0,10,3,1,Calculate part in proportion with fractions,3
9771,12798,4gJnw14,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-153,1,EquationAnswer,2007-03-12 12:45:17.0,2007-03-12 12:45:25.0,2007-03-12 12:45:25.0,2007-03-12 12:45:25.0,8.0,8.0,,1,0,0,1,Calculate part in proportion with fractions,4
11997,15947,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,2006-12-08 14:12:33.0,2006-12-08 14:12:36.0,2006-12-08 14:12:36.0,2006-12-08 14:12:36.0,3.0,3.0,,1,0,0,1,Calculate unit rate,1
12007,15957,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,2006-12-08 14:13:10.0,2006-12-08 14:13:15.0,2006-12-08 14:13:55.0,2006-12-08 14:13:55.0,34.0,,34.0,0,4,1,1,Calculate unit rate,2
12015,15965,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-143,1,SimplifiedNumeratorQuantity1,2006-12-08 14:14:24.0,2006-12-08 14:14:28.0,2006-12-08 14:14:28.0,2006-12-08 14:14:28.0,4.0,4.0,,1,0,0,1,Calculate unit rate,3
12026,15976,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-143,1,SimplifiedNumeratorQuantity2,2006-12-08 14:14:49.0,2006-12-08 14:14:53.0,2006-12-08 14:15:57.0,2006-12-08 14:15:57.0,58.0,,58.0,0,3,1,1,Calculate unit rate,4
12035,15985,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-166,1,SimplifiedNumeratorQuantity1,2006-12-08 14:16:29.0,2006-12-08 14:16:33.0,2006-12-08 14:17:23.0,2006-12-08 14:17:23.0,43.0,,43.0,0,3,1,1,Calculate unit rate,5
12044,15994,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-166,1,SimplifiedNumeratorQuantity2,2006-12-08 14:17:50.0,2006-12-08 14:17:53.0,2006-12-08 14:18:24.0,2006-12-08 14:18:24.0,26.0,,26.0,0,3,1,1,Calculate unit rate,6
12053,16003,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-022,1,SimplifiedNumeratorQuantity1,2006-12-08 14:18:55.0,2006-12-08 14:18:58.0,2006-12-08 14:19:46.0,2006-12-08 14:19:46.0,41.0,,41.0,0,2,1,1,Calculate unit rate,7
12062,16012,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-022,1,SimplifiedNumeratorQuantity2,2006-12-08 14:20:09.0,2006-12-08 14:20:21.0,2006-12-08 14:20:31.0,2006-12-08 14:20:31.0,21.0,,21.0,0,3,1,1,Calculate unit rate,8
12078,16028,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-160,1,SimplifiedNumeratorQuantity1,2006-12-08 14:21:56.0,2006-12-08 14:22:00.0,2006-12-08 14:22:15.0,2006-12-08 14:22:15.0,16.0,,16.0,0,0,1,1,Calculate unit rate,9
12080,16030,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-160,1,SimplifiedNumeratorQuantity2,2006-12-08 14:22:15.0,2006-12-08 14:22:19.0,2006-12-08 14:22:31.0,2006-12-08 14:22:31.0,15.0,,15.0,0,3,1,1,Calculate unit rate,10
12087,16037,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-128,1,SimplifiedNumeratorQuantity1,2006-12-08 14:23:20.0,2006-12-08 14:23:25.0,2006-12-08 14:23:25.0,2006-12-08 14:23:25.0,5.0,5.0,,1,0,0,1,Calculate unit rate,11
12097,16047,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-128,1,SimplifiedNumeratorQuantity2,2006-12-08 14:24:02.0,2006-12-08 14:24:19.0,2006-12-08 14:24:19.0,2006-12-08 14:24:19.0,17.0,17.0,,1,0,0,1,Calculate unit rate,12
12106,16056,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-134,1,SimplifiedNumeratorQuantity1,2006-12-08 14:24:59.0,2006-12-08 14:25:03.0,2006-12-08 14:25:28.0,2006-12-08 14:25:28.0,20.0,,20.0,0,1,0,1,Calculate unit rate,13
12114,16064,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-134,1,SimplifiedNumeratorQuantity2,2006-12-08 14:25:51.0,2006-12-08 14:26:01.0,2006-12-08 14:26:01.0,2006-12-08 14:26:01.0,10.0,10.0,,1,0,0,1,Calculate unit rate,14
12123,16073,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-125,1,SimplifiedNumeratorQuantity1,2006-12-08 14:26:38.0,2006-12-08 14:26:46.0,2006-12-08 14:26:46.0,2006-12-08 14:26:46.0,8.0,8.0,,1,0,0,1,Calculate unit rate,15
12131,16081,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-125,1,SimplifiedNumeratorQuantity2,2006-12-08 14:27:08.0,2006-12-08 14:27:18.0,2006-12-08 14:27:18.0,2006-12-08 14:27:18.0,10.0,10.0,,1,0,0,1,Calculate unit rate,16
12140,16090,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,2006-12-08 14:28:44.0,2006-12-08 14:29:19.0,,2006-12-08 14:29:28.0,44.0,,44.0,0,2,0,0,Calculate part in proportion with fractions,1
12143,16093,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,2,EquationAnswer,2006-12-11 14:05:45.0,2006-12-11 14:06:12.0,2006-12-11 14:06:12.0,2006-12-11 14:06:12.0,27.0,27.0,,1,0,0,1,Calculate part in proportion with fractions,2
12158,16108,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-179,1,EquationAnswer,2006-12-11 14:09:00.0,2006-12-11 14:09:06.0,2006-12-11 14:09:06.0,2006-12-11 14:09:06.0,6.0,6.0,,1,0,0,1,Calculate part in proportion with fractions,3
12170,16120,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-043,1,EquationAnswer,2006-12-11 14:10:22.0,2006-12-11 14:10:38.0,2006-12-11 14:10:38.0,2006-12-11 14:10:38.0,16.0,16.0,,1,0,0,1,Calculate total in proportion with fractions,1
12183,16133,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-036,1,EquationAnswer,2006-12-11 14:12:38.0,2006-12-11 14:12:40.0,2006-12-11 14:12:40.0,2006-12-11 14:12:40.0,2.0,2.0,,1,0,0,1,Calculate part in proportion with fractions,4
12195,16145,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-026,1,EquationAnswer,2006-12-11 14:13:46.0,2006-12-11 14:14:20.0,2006-12-11 14:15:16.0,2006-12-11 14:15:16.0,90.0,,90.0,0,3,0,1,Calculate total in proportion with fractions,2
12207,16157,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-152,1,EquationAnswer,2006-12-11 14:16:04.0,2006-12-11 14:16:12.0,2006-12-11 14:18:11.0,2006-12-11 14:18:11.0,127.0,,127.0,0,1,0,1,Calculate part in proportion with fractions,5
12219,16169,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-187,1,EquationAnswer,2006-12-11 14:19:36.0,2006-12-11 14:19:43.0,2006-12-11 14:19:43.0,2006-12-11 14:19:43.0,7.0,7.0,,1,0,0,1,Calculate total in proportion with fractions,3
12231,16181,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-055,1,EquationAnswer,2006-12-11 14:20:28.0,2006-12-11 14:20:40.0,2006-12-11 14:20:40.0,2006-12-11 14:20:40.0,12.0,12.0,,1,0,0,1,Calculate part in proportion with fractions,6
12243,16193,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-065,1,EquationAnswer,2006-12-11 14:21:42.0,2006-12-11 14:21:45.0,2006-12-11 14:21:45.0,2006-12-11 14:21:45.0,3.0,3.0,,1,0,0,1,Calculate total in proportion with fractions,4
12255,16205,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-134,1,EquationAnswer,2006-12-11 14:22:23.0,2006-12-11 14:22:25.0,2006-12-11 14:22:25.0,2006-12-11 14:22:25.0,2.0,2.0,,1,0,0,1,Calculate part in proportion with fractions,7
12267,16217,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-050,1,EquationAnswer,2006-12-11 14:23:16.0,2006-12-11 14:23:19.0,2006-12-11 14:23:19.0,2006-12-11 14:23:19.0,3.0,3.0,,1,0,0,1,Calculate total in proportion with fractions,5
12280,16230,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-181,1,EquationAnswer,2006-12-11 14:23:56.0,2006-12-11 14:24:35.0,2006-12-11 14:24:47.0,2006-12-11 14:24:47.0,47.0,,47.0,0,1,1,1,Calculate part in proportion with fractions,8
12292,16242,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-200,1,EquationAnswer,2006-12-11 14:25:32.0,2006-12-11 14:25:36.0,2006-12-11 14:25:36.0,2006-12-11 14:25:36.0,4.0,4.0,,1,0,0,1,Calculate part in proportion with fractions,9
12304,16254,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-117,1,EquationAnswer,2006-12-11 14:26:10.0,2006-12-11 14:26:24.0,2006-12-11 14:26:24.0,2006-12-11 14:26:24.0,14.0,14.0,,1,0,0,1,Calculate total in proportion with fractions,6
12317,16267,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-075,1,EquationAnswer,2006-12-11 14:27:06.0,2006-12-11 14:27:22.0,2006-12-11 14:27:31.0,2006-12-11 14:27:31.0,19.0,,19.0,0,0,1,1,Calculate total in proportion with fractions,7
12329,16279,6zkEsmR,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-042,1,EquationAnswer,2006-12-11 14:28:17.0,2006-12-11 14:28:21.0,2006-12-11 14:28:21.0,2006-12-11 14:28:21.0,4.0,4.0,,1,0,0,1,Calculate part in proportion with fractions,10
14628,19162,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,2006-12-08 13:56:28.0,2006-12-08 13:56:33.0,2006-12-08 13:56:33.0,2006-12-08 13:56:33.0,5.0,5.0,,1,0,0,1,Calculate unit rate,1
14639,19173,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,2006-12-08 13:57:17.0,2006-12-08 13:57:27.0,2006-12-08 13:58:06.0,2006-12-08 13:58:06.0,44.0,,44.0,0,3,1,1,Calculate unit rate,2
14655,19189,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-046,1,SimplifiedNumeratorQuantity1,2006-12-08 13:58:34.0,2006-12-08 13:58:37.0,2006-12-08 14:00:02.0,2006-12-08 14:00:02.0,31.0,,31.0,0,1,0,1,Calculate unit rate,3
14656,19190,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-046,1,SimplifiedNumeratorQuantity2,2006-12-08 13:59:19.0,2006-12-08 13:59:34.0,2006-12-08 14:00:12.0,2006-12-08 14:00:12.0,25.0,,25.0,0,1,0,1,Calculate unit rate,4
14665,19199,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-128,1,SimplifiedNumeratorQuantity1,2006-12-08 14:00:49.0,2006-12-08 14:00:59.0,2006-12-08 14:00:59.0,2006-12-08 14:00:59.0,10.0,10.0,,1,0,0,1,Calculate unit rate,5
14671,19205,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-128,1,SimplifiedNumeratorQuantity2,2006-12-08 14:01:15.0,2006-12-08 14:01:27.0,2006-12-08 14:01:27.0,2006-12-08 14:01:27.0,12.0,12.0,,1,0,0,1,Calculate unit rate,6
14682,19216,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-089,1,SimplifiedNumeratorQuantity1,2006-12-08 14:01:56.0,2006-12-08 14:02:01.0,2006-12-08 14:02:01.0,2006-12-08 14:02:01.0,5.0,5.0,,1,0,0,1,Calculate unit rate,7
14688,19222,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-089,1,SimplifiedNumeratorQuantity2,2006-12-08 14:02:15.0,2006-12-08 14:02:27.0,2006-12-08 14:02:27.0,2006-12-08 14:02:27.0,12.0,12.0,,1,0,0,1,Calculate unit rate,8
14699,19233,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-119,1,SimplifiedNumeratorQuantity2,2006-12-08 14:03:39.0,2006-12-08 14:03:41.0,2006-12-08 14:03:41.0,2006-12-08 14:03:41.0,2.0,2.0,,1,0,0,1,Calculate unit rate,9
14705,19239,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-119,1,SimplifiedNumeratorQuantity1,2006-12-08 14:04:16.0,2006-12-08 14:04:31.0,2006-12-08 14:04:31.0,2006-12-08 14:04:31.0,15.0,15.0,,1,0,0,1,Calculate unit rate,10
14714,19248,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-007,1,SimplifiedNumeratorQuantity1,2006-12-08 14:05:27.0,2006-12-08 14:05:30.0,2006-12-08 14:05:30.0,2006-12-08 14:05:30.0,3.0,3.0,,1,0,0,1,Calculate unit rate,11
14722,19256,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-007,1,SimplifiedNumeratorQuantity2,2006-12-08 14:05:54.0,2006-12-08 14:06:00.0,2006-12-08 14:06:11.0,2006-12-08 14:06:11.0,17.0,,17.0,0,1,0,1,Calculate unit rate,12
14736,19270,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-184,1,SimplifiedNumeratorQuantity2,2006-12-08 14:07:59.0,2006-12-08 14:08:03.0,2006-12-08 14:08:03.0,2006-12-08 14:08:03.0,4.0,4.0,,1,0,0,1,Calculate unit rate,13
14741,19275,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-184,1,SimplifiedNumeratorQuantity1,2006-12-08 14:07:48.0,2006-12-08 14:07:59.0,2006-12-08 14:08:28.0,2006-12-08 14:08:28.0,26.0,,26.0,0,2,0,1,Calculate unit rate,14
14754,19288,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,2006-12-08 14:11:28.0,2006-12-08 14:11:38.0,2006-12-08 14:11:42.0,2006-12-08 14:11:42.0,14.0,,14.0,0,1,0,1,Calculate part in proportion with fractions,1
14767,19301,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-162,1,EquationAnswer,2006-12-08 14:14:27.0,2006-12-08 14:14:40.0,2006-12-08 14:14:40.0,2006-12-08 14:14:40.0,13.0,13.0,,1,0,0,1,Calculate part in proportion with fractions,2
14780,19314,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-090,1,EquationAnswer,2006-12-08 14:17:28.0,2006-12-08 14:17:43.0,2006-12-08 14:17:43.0,2006-12-08 14:17:43.0,15.0,15.0,,1,0,0,1,Calculate total in proportion with fractions,1
14792,19326,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-099,1,EquationAnswer,2006-12-08 14:18:52.0,2006-12-08 14:19:00.0,2006-12-08 14:19:16.0,2006-12-08 14:19:16.0,24.0,,24.0,0,2,0,1,Calculate part in proportion with fractions,3
14804,19338,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-024,1,EquationAnswer,2006-12-08 14:19:59.0,2006-12-08 14:20:00.0,2006-12-08 14:20:00.0,2006-12-08 14:20:00.0,1.0,1.0,,1,0,0,1,Calculate total in proportion with fractions,2
14816,19350,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-012,1,EquationAnswer,2006-12-08 14:21:14.0,2006-12-08 14:21:23.0,2006-12-08 14:21:23.0,2006-12-08 14:21:23.0,9.0,9.0,,1,0,0,1,Calculate part in proportion with fractions,4
14827,19361,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-032,1,EquationAnswer,2006-12-08 14:22:04.0,2006-12-08 14:22:06.0,2006-12-08 14:22:06.0,2006-12-08 14:22:06.0,2.0,2.0,,1,0,0,1,Calculate part in proportion with fractions,5
14840,19374,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-119,1,EquationAnswer,2006-12-08 14:23:07.0,2006-12-08 14:23:08.0,2006-12-08 14:23:11.0,2006-12-08 14:23:11.0,4.0,,4.0,0,1,0,1,Calculate total in proportion with fractions,3
14852,19386,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-147,1,EquationAnswer,2006-12-08 14:24:05.0,2006-12-08 14:24:06.0,2006-12-08 14:24:12.0,2006-12-08 14:24:12.0,3.0,,3.0,0,1,0,1,Calculate total in proportion with fractions,4
14865,19399,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-191,1,EquationAnswer,2006-12-08 14:25:13.0,2006-12-08 14:25:14.0,2006-12-08 14:25:14.0,2006-12-08 14:25:14.0,1.0,1.0,,1,0,0,1,Calculate total in proportion with fractions,5
14877,19411,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-014,1,EquationAnswer,2006-12-08 14:26:12.0,2006-12-08 14:26:21.0,2006-12-08 14:26:21.0,2006-12-08 14:26:21.0,4.5,4.5,,1,0,0,1,Calculate part in proportion with fractions,6
14889,19423,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-096,1,EquationAnswer,2006-12-08 14:27:17.0,2006-12-08 14:27:20.0,2006-12-08 14:27:23.0,2006-12-08 14:27:23.0,6.0,,6.0,0,1,0,1,Calculate total in proportion with fractions,6
14902,19436,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-166,1,EquationAnswer,2006-12-08 14:28:41.0,2006-12-08 14:28:42.0,2006-12-08 14:28:42.0,2006-12-08 14:28:42.0,1.0,1.0,,1,0,0,1,Calculate total in proportion with fractions,7
14914,19448,8EWewH7,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-151,1,EquationAnswer,2006-12-08 14:29:21.0,2006-12-08 14:29:26.0,2006-12-08 14:29:26.0,2006-12-08 14:29:26.0,5.0,5.0,,1,0,0,1,Calculate part in proportion with fractions,7
18049,24040,BU25p0d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,2007-02-12 14:04:47.0,2007-02-12 14:04:55.0,2007-02-12 14:05:15.0,2007-02-12 14:05:15.0,27.0,,27.0,0,1,0,1,Calculate unit rate,1
18056,24047,BU25p0d,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,2007-02-12 14:05:43.0,2007-02-12 14:06:43.0,2007-02-12 14:06:43.0,2007-02-12 14:06:43.0,60.0,60.0,,1,0,0,1,Calculate unit rate,2
19115,25466,JJGL4Ig,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity1,2006-12-08 14:00:13.0,2006-12-08 14:00:19.0,2006-12-08 14:00:19.0,2006-12-08 14:00:19.0,6.0,6.0,,1,0,0,1,Calculate unit rate,1
19126,25477,JJGL4Ig,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-001,1,SimplifiedNumeratorQuantity2,2006-12-08 14:00:48.0,2006-12-08 14:00:55.0,2006-12-08 14:01:57.0,2006-12-08 14:01:57.0,48.0,,48.0,0,3,1,1,Calculate unit rate,2
19137,25488,JJGL4Ig,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-144,1,SimplifiedNumeratorQuantity1,2006-12-08 14:02:55.0,2006-12-08 14:02:58.0,2006-12-08 14:02:58.0,2006-12-08 14:02:58.0,3.0,3.0,,1,0,0,1,Calculate unit rate,3
19141,25492,JJGL4Ig,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-144,1,SimplifiedNumeratorQuantity2,2006-12-08 14:03:06.0,2006-12-08 14:03:11.0,2006-12-08 14:03:11.0,2006-12-08 14:03:11.0,5.0,5.0,,1,0,0,1,Calculate unit rate,4
19151,25502,JJGL4Ig,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-197,1,SimplifiedNumeratorQuantity1,2006-12-08 14:03:56.0,2006-12-08 14:04:02.0,2006-12-08 14:04:38.0,2006-12-08 14:04:38.0,40.0,,40.0,0,3,1,1,Calculate unit rate,5
19159,25510,JJGL4Ig,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-197,1,SimplifiedNumeratorQuantity2,2006-12-08 14:05:05.0,2006-12-08 14:05:08.0,2006-12-08 14:05:38.0,2006-12-08 14:05:38.0,31.0,,31.0,0,3,1,1,Calculate unit rate,6
19170,25521,JJGL4Ig,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-034,1,SimplifiedNumeratorQuantity1,2006-12-08 14:07:49.0,2006-12-08 14:07:53.0,2006-12-08 14:08:47.0,2006-12-08 14:08:47.0,52.0,,52.0,0,1,0,1,Calculate unit rate,7
19176,25527,JJGL4Ig,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-034,1,SimplifiedNumeratorQuantity2,2006-12-08 14:11:21.0,2006-12-08 14:11:25.0,2006-12-08 14:11:25.0,2006-12-08 14:11:25.0,4.0,4.0,,1,0,0,1,Calculate unit rate,8
19185,25536,JJGL4Ig,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2",RATIO2-044,1,SimplifiedNumeratorQuantity1,2006-12-08 14:12:49.0,2006-12-08 14:12:54.0,2006-12-08 14:12:54.0,2006-12-08 14:12:54.0,5.0,5.0,,1,0,0,1,Calculate unit rate,9
